F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
Europe,-757.83,-102.88,-1925.79,20756.37,0.72,127.98,-9.63,6,Medium,2.12,1.88,1.11,25.26,148.26,4,0
USA,-31.77,-115,-2228.46,27565.89,2,79.3,-5.71,30,Very high,0.28,11.08,-3.02,48.33,238.46,3,0
USA,-1921.53,-82.46,-2174.46,34497.06,0.98,80.6,-6.09,6,Very high,6.08,12.02,-2.74,35.73,323.64,2,2176.51
Rest,-1825.92,-106.6,-2625.21,22631.91,7.18,229.4,-2.61,18,Low,0.06,4.72,-4.11,38.37,127.38,5,0
Europe,55.74,-60.89,-3474.48,35908.53,6.16,111.76,2.06,12,Low,809.4,7.14,-5.51,31.32,158.7,5,614.14
UK,-877.08,-112.76,-2391.12,19522.5,6.05,-38.54,-10.56,18,Medium,0.96,2.98,-3.18,30,36.44,3,1528.48
USA,-1950.12,-49.81,-1743.48,36542.46,17.17,98.62,-4.03,6,Low,0.5,12.22,-2.13,32.22,108.84,4,3774.02
USA,-870.33,-87.56,-3386.76,37375.86,4.49,129.54,-7.33,15,High,78.88,1.06,-4.34,4.95,114.52,2,0
Rest,-2624.25,-134.92,-573.57,59504.1,6.7,33.92,-4.35,9,High,0.36,25.88,-4.64,42.24,201.82,6,2131.02
Rest,465.15,-106.41,-3533.64,-11085.36,3.48,53.06,-6.73,27,Very high,0.02,10.58,-11.51,28.44,188.8,6,421.37
USA,1015.17,-65.83,-4095.06,-17685.09,2.93,85.6,-9.35,9,Very high,262.9,6.96,-6.71,29.1,170.72,2,807.66
UK,-579.69,-75.76,-3189.21,20477.28,4.11,145.18,-5.12,12,Very low,46.94,10.06,-3.63,26.19,166.36,3,0
Europe,358.23,-91.23,-4357.77,31983.42,0.88,17.74,-7.78,15,Very low,52.62,6.32,3.34,31.02,279.32,4,452.91
USA,127.35,-104.21,-1742.88,21329.91,2.12,84.2,-11.34,21,Medium,0.1,1.34,0.38,7.71,179.98,7,0
USA,191.1,-52.02,-1895.04,20997.51,5.23,142.72,-8.84,18,High,4.12,7.8,-5.56,-4.05,84.84,3,0
Europe,-1153.53,-88.59,-1536.24,17618.64,6.09,44.96,-11.24,9,Medium,0.36,4.32,-5.47,54.48,125.94,3,652.31
USA,-2358.3,-129.34,-2608.53,2729.4,3.88,-57.26,-7.5,18,Very high,0.56,11.26,-0.37,27.63,126.66,5,3777.17
UK,-666.45,-103,-2603.97,-4210.11,5.13,118,-6.88,9,Very low,0.22,1.92,-3.53,27.66,293.02,6,0
Rest,516,-81.43,-3490.05,32726.94,4.45,-4.72,-8.45,6,Very high,1.18,1.64,-4.69,42.24,242.5,0,475.9
Rest,-3437.46,-70.66,-1633.59,16550.16,7.04,4.68,-9.97,9,Very high,0.92,34.76,-0.92,49.71,137.36,2,3293.38
USA,97.02,-109.63,-2869.23,20946.75,6.55,63.84,-4.45,24,Low,42.38,4.76,-7.35,38.67,143.44,5,24.04
UK,1732.41,-112.79,-2092.62,9394.62,3.23,72.1,-7.11,9,Very high,1.16,2.3,-7.32,30.69,200.76,4,0
Europe,-67.44,-119.06,-2603.43,17199.06,2.51,89.66,-9.82,3,High,56.42,0.78,-0.64,29.43,111.3,4,237.87
Rest,-495.87,-49.08,-2336.91,12645.03,3.06,161.34,-8.28,21,Very low,0.4,7.92,1.16,32.34,206.4,8,0
Europe,-1297.62,-85.73,-3966.9,29879.19,5.89,134.52,-4.99,18,Medium,0.04,20.7,-1.96,34.74,86.16,3,1668.04
UK,22.02,-64.83,-2657.97,-29817.06,3.94,84.06,-6.61,21,Medium,2.1,1.16,-7.28,24.24,197.06,3,0
USA,-1403.46,-44.3,-1462.23,24168.6,5.66,103.24,-2.7,9,Medium,26.02,12.54,-5.51,56.94,170.54,2,768.95
Europe,-1380.75,-52,-3300.48,19479.63,6.94,0.52,-8.29,12,High,782.2,2.8,1.46,29.61,184.86,3,1759
USA,779.76,-108.77,-2414.52,33549.03,2.83,-43.2,-5.27,6,Low,14.96,4.58,-6.4,33,175.14,4,1331.55
UK,-834.6,-101.61,-2546.85,5928.9,2.51,37.6,-9.43,15,Very low,0.08,6.04,1.78,26.82,178.86,2,0
Rest,-1382.82,-97.51,-1867.89,35946.06,1.71,40.68,-11.68,9,Very high,0.18,9.06,-2.03,26.73,126.52,2,425.35
Rest,-1897.86,-71.54,-1145.85,69340.86,4.28,76.54,-5.7,9,Very low,943.42,15.88,-1.11,48.24,143.16,7,636.84
UK,-1581.36,-98.65,-1919.58,37551.06,2.13,53.62,-4.51,12,Very low,13.38,3.8,-4.16,34.8,322.36,1,0
Rest,1156.74,-70.37,-2193.78,16827.9,5.91,6.6,-8.14,9,Very low,14658.52,7.6,1.61,20.01,338.82,7,412.32
Rest,258.81,-138.08,-1248.66,25636.32,6.46,110.62,-10.41,15,Very low,10.52,13.02,-4.4,32.61,163.86,4,0
Rest,-678.48,-49.67,-1878.6,15386.4,4.96,114.26,-5.1,12,Low,67.98,7.66,-6.47,22.59,205.56,3,0
Rest,-550.65,-64.29,-3999.42,23292.03,5.27,169.86,-15.36,12,Medium,0.26,0.48,-3.28,24.42,203.36,3,0
UK,347.85,-87.58,-2786.76,16375.53,5.13,50.92,-7.35,15,Medium,3.16,8.7,-1.85,28.74,213.52,4,724.58
USA,-2592.06,-101.65,-872.01,23964.69,4.35,84.7,-8.6,6,Very low,1.28,13.16,-2.27,14.88,212.64,4,1454.28
Rest,-511.44,-45.12,-1247.88,25898.58,5.84,148.9,-4.79,15,High,0.34,8.24,-6.64,33.72,346.94,8,143.08
Europe,-1378.62,-77.44,-2754.33,9250.08,1.28,100.72,-11.15,6,Medium,37.98,8.2,-2.95,35.04,418.3,5,816.64
USA,-160.68,-129.71,-481.56,18531.6,2.59,58.42,-9.98,6,Very low,0.04,5.66,-4.52,31.41,347.64,4,0
UK,-6.87,-46.92,-2082.78,23973.72,1.41,108.64,-5.39,9,Very low,2.84,2.48,-9.88,31.23,179.54,4,0
Europe,215.37,-155.43,-2585.07,22668.45,1.89,24.1,-5.19,6,Very high,3.22,16.78,-2.47,28.17,323.42,6,2121.36
Europe,-655.83,-96.72,-2741.76,-13218.42,1.22,153.74,-10.36,21,Very high,0.02,6.12,-1.84,33.12,-160.42,3,0
Europe,-1349.43,-111.75,-1164.24,21855.96,3.6,48.38,-12.63,18,Very high,1.38,1.68,-8.33,33.66,53.98,5,197.09
Rest,-1190.1,-156.27,-2341.02,19007.7,6.41,124.94,-3.86,6,Very high,0.14,7.16,-7.49,21.09,284.72,6,814.47
USA,-312.27,-110.41,-4515.15,35079.75,8,128.68,-4.94,18,Medium,20.02,4.12,-1.08,32.19,183.08,1,311.36
Rest,-1239.24,-99.91,-3240.03,11700.99,0.8,104.34,-8.18,3,Very high,2.1,7.9,-0.14,37.65,334.5,3,541.42
UK,-177.78,-121.4,-2829.03,36486.93,6.38,108.68,-2.01,12,High,12.14,0.82,-0.65,46.59,186,4,0
Rest,-1628.52,-106.85,-2396.67,68608.32,5.88,45.16,-5.72,12,High,1.9,6.9,-6.17,28.71,144.48,7,1088.68
USA,658.92,-79.57,-2771.82,31911.57,6.36,109.12,-5.49,9,High,442.06,7.92,-6.87,23.37,133.96,8,2408.7
UK,-312.12,-93.36,-1749.27,24996.57,4.88,61.88,-7.52,9,Medium,0.36,2.48,-2.77,16.35,115.14,3,0
UK,-862.47,-74.83,-2311.26,22150.86,7.8,74.42,-9.36,15,High,0.04,3.36,4.42,25.17,158.92,4,1058.94
USA,-350.76,-89.94,-1454.01,25086.15,5.86,-49.76,-7.49,9,Very low,0.1,12.46,-7.52,29.55,198.8,5,3342.88
UK,-150.48,-62.74,-2329.71,21875.76,2.41,122.84,-0.59,12,Low,0.5,8.46,1.48,22.02,252.2,3,0
Rest,82.86,-108.67,-2917.23,22920.75,6.52,85.22,-7.53,12,Low,186.18,13.88,-4.76,27.9,150.06,4,494.3
Rest,-87.06,-62.84,-1360.98,25760.97,3.41,30.84,-8.38,3,Very high,0.02,7.96,-0.28,47.97,288.78,6,737.85
UK,-388.41,-118.41,-2430.36,36532.35,1.78,35.52,-9.58,15,Medium,6.02,12.98,-1.51,32.64,139.72,5,1257.68
Rest,-1070.37,-140.35,-2367.63,36206.55,16.09,136.68,-8.86,15,High,0.24,2.18,-1.87,20.55,183.2,4,698.75
Europe,1215.18,-63.37,-1264.53,85176.18,1.57,134.44,-9.81,9,Very high,0,6.98,-5.12,28.29,128.06,4,0
Europe,-986.64,-73.21,-2867.13,44563.65,5.06,6.5,-11.94,18,Very low,0,17.04,-1.28,15.48,216.72,4,1613.6
UK,-661.35,-107.39,-1508.88,16092.51,1.64,205.26,-2.72,9,Low,0.5,8.32,-6.11,36.75,387.48,3,0
Rest,-1676.31,-77.43,-3035.88,33890.19,4.6,-53.36,-10.43,9,Low,36.1,5.52,-5.79,29.55,63.38,2,998.85
Europe,324.84,-9.51,-2249.43,25120.2,6.03,99.04,-7.88,6,Low,0.68,7.84,-0.55,6.87,335.92,3,255.84
Europe,-963,-132.08,-1849.83,25342.02,3.32,85.9,-9.84,6,High,1.44,6.74,-8.91,31.14,90.46,7,1091.55
Europe,-298.98,-113.97,-1991.37,20818.86,4.9,-14.12,-9.77,3,Low,0.2,0.68,-1.64,28.2,167.48,7,1329.66
USA,-422.97,-115.87,-1619.16,19478.49,0.14,17.52,-5.47,9,Very high,0.1,22.22,-6.12,29.67,71.18,3,3280.59
Europe,-70.23,-91.45,-3117.18,-7161.78,0.91,63.28,-3.84,15,Medium,6.78,12.44,-0.51,43.68,177.56,4,546.57
Europe,430.14,-42.82,-2530.23,26574.54,3.72,116.36,-10.3,18,Low,4.72,1.5,0.72,35.01,223.78,5,0
Rest,-368.34,-108.89,-2272.38,722.82,2.97,46.02,-7.07,6,Very high,0.02,13.3,-3.61,25.29,149.22,2,700.59
UK,-101.4,-72.23,-1411.38,17565.51,3.4,-98.82,-3.89,9,High,142.48,6.88,-4.99,15.33,200.7,1,1791.65
USA,-765.81,-57.09,-2873.16,19887.75,4.21,-59.96,-3.61,15,Low,0.02,11.72,-6.25,-5.4,112.9,3,3460.24
UK,-1891.98,-80.78,-1725.78,8857.32,10.31,79.16,-5.47,9,Very high,4.02,5.2,-9.23,32.16,117.66,4,2551.77
Europe,-1395.66,-129.5,-4394.43,22797.03,1.33,63.5,-8.39,3,Very low,3294.36,3.66,-5.12,27.75,53.62,3,928.76
UK,-454.86,-91.67,-2694.3,10959.24,1.7,97.18,-8.82,24,Very high,4.02,13.54,-3.92,26.28,86.18,7,883.27
Rest,-1028.61,-79.35,-2147.13,15177.93,2.81,8.6,-10.06,15,Medium,15.34,7,-1.77,24.66,204.9,4,342.77
UK,-239.76,-90.52,-1752.78,26970.48,5.79,98.74,-13.06,18,Very low,3.1,1.54,-2.14,35.55,219.14,5,0
Rest,-1216.02,-78.63,-1009.35,48465.03,2.31,74.26,-5.58,21,Very low,3.84,6.36,1.17,30,179.34,0,0
UK,-36.66,-130.4,-2834.61,28516.68,1.58,12.12,-5.83,15,Very high,106.14,3.74,-2.74,17.61,97.16,3,323.49
USA,-1033.71,-97.93,-2585.04,32022.6,2.7,96.5,-6.23,3,Medium,101.58,7.4,-2.4,15.24,147.64,3,906.18
USA,270.72,-75.59,-1240.14,17564.52,2.39,27.54,-4.45,18,Very low,39.1,2.68,0.3,10.56,290.42,4,0
USA,-995.61,-128.48,-1115.52,-9526.8,1.67,12.82,-6.19,9,Medium,77.04,7.92,-11.43,6.33,220.82,3,343.95
Rest,11.79,-62.56,-2422.2,34359.63,1.8,35.98,-9.55,6,High,29.18,5.64,-1.14,41.85,66.04,2,186.33
Europe,-1206.96,-134.3,-3670.44,29453.82,2.72,82.36,-6.64,24,Low,0.4,9.1,-0.58,41.91,344.74,7,751.89
Europe,-834.33,-85.31,-985.23,29281.89,3.87,169.22,-8.35,6,Very low,7.16,5.5,-2.26,9.03,202.7,2,0
USA,-427.8,-136.73,-1984.86,24717.57,11.43,82.98,-5.2,6,High,2.88,2.28,-3.03,27.27,119.68,1,1433.63
Rest,-635.64,-106.06,-2600.07,44574.54,9.91,128.56,-5.62,12,Very high,2.76,3.88,-1.1,32.4,129.56,4,491.12
Europe,-1048.68,-81.79,-913.56,-7370.88,2.79,10.14,-9.09,12,Very high,605.74,11.98,-7.31,43.95,158.26,4,1101.89
Europe,-300.09,-114.97,-1908.45,33451.92,2.69,36.52,-5.23,15,Low,0.4,0.76,-6.79,30.21,333.7,5,0
USA,-236.58,-82.31,-4348.17,20245.56,0.18,58.92,-2.46,21,Medium,5.16,10.38,-2.65,52.62,280.22,4,701.35
Rest,-830.64,-116.21,-2198.88,21904.8,5.83,88.4,-8.8,9,Low,0.3,5.42,-3.24,25.68,206.54,4,207.06
UK,-1248.72,-93.65,-2419.56,28588.14,2.08,130.12,-9.01,3,Low,18.42,9.2,-12.87,35.25,175.56,1,0
UK,-276.99,-57.89,-1997.25,7154.19,6.49,-66.84,-5.33,9,Very low,1.54,20.24,0.82,53.55,142.92,3,2853.23
UK,-747.84,-106.24,-2464.02,8831.85,8.65,5.54,-3.01,15,Low,25.62,1.06,-9.41,30.6,114.14,5,1629.55
Europe,-893.1,-91.75,-2025.12,26506.41,6.31,24.38,-7.37,12,Very low,0.1,1.58,2.33,42.78,160.06,3,261.47
USA,-1338.42,-113.49,-3532.8,20594.46,4.11,1.32,-6.09,0,Very low,0.02,7.2,-10.25,5.4,141.96,4,3656.19
